ID,TCGA-BR-4184-11A,TCGA-BR-4253-11A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-CG-4474-01A,TCGA-BR-4201-01A,TCGA-BR-4370-11A
cg03262918,0.073765647,0.084970083,0.080636189,0.093353409,0.084535415,0.061622512,0.077613995
cg03264209,0.520824479,0.47254213,0.386706509,0.471399941,0.482718727,0.455232875,0.55260044
cg03264414,0.554612491,0.542692642,0.5225831,0.705548498,0.575633364,0.736765967,0.649348805
cg03266453,0.265273171,0.389109128,0.588391119,0.236356929,0.593981992,0.260085259,0.32737801
cg03266904,0.014013531,0.016744602,0.024109111,0.014865025,0.016997999,0.014421232,0.012752097
cg03270167,0.164630793,0.071480839,0.181589589,0.158027369,0.266469835,0.091569161,0.205429215
cg03270376,0.049650661,0.052231367,0.224707154,0.057377968,0.05655441,0.030486459,0.051711429
cg03271651,0.043087425,0.038710455,0.098592958,0.064722452,0.072441983,0.072973381,0.154180092
cg03272031,0.027642703,0.023083921,0.017861575,0.021230649,0.027392844,0.016147323,0.024195449
cg03274654,0.050296942,0.051667545,0.041271703,0.039437248,0.047212148,0.039609821,0.044294329
cg03274876,0.025708626,0.022061786,0.02871181,0.024677478,0.028421491,0.023602979,0.030307863
cg03275186,0.048117733,0.036548557,0.045709474,0.037686678,0.042727469,0.033713154,0.045990201
cg03276813,0.039024545,0.034381681,0.032310101,0.034996269,0.032496355,0.027214388,0.020067853
cg03277051,0.115376342,0.246428803,0.506008671,0.057674913,0.417338962,0.25667075,0.096383169
cg03277112,0.029245778,0.031104613,0.027647814,0.025422672,0.030526407,0.029510297,0.025462745
cg03278643,0.381305833,0.50435489,0.601589978,0.357920865,0.591659405,0.469934183,0.505207924
cg03278960,0.026146276,0.03348372,0.028000224,0.023402725,0.025618935,0.015305935,0.033916864
cg03279443,0.026057506,0.02856997,0.024793426,0.022976381,0.018637921,0.020925785,0.025528739
cg03283421,0.87129903,0.806101158,0.856150679,0.87287901,0.912950841,0.820932677,0.87762667
cg03283569,0.068202631,0.060051053,0.036104901,0.10940851,0.060582787,0.0510784,0.143031515
cg03283842,0.077569209,0.051617337,0.041286278,0.055961831,0.071138725,0.049634301,0.097972673
cg03285457,0.26190739,0.31374999,0.450797899,0.185127876,0.344073359,0.370038174,0.159901265
cg03286783,0.05092986,0.045561372,0.04213457,0.059480019,0.055269868,0.070812879,0.07124705
cg03287877,0.525644129,0.56467276,0.852880797,0.784840321,0.450038233,0.875078121,0.70791195
cg03289369,0.01870221,0.026172559,0.031451205,0.01667361,0.032361805,0.02206154,0.018924854
cg03289872,0.455520826,0.546514793,0.764818164,0.331551034,0.675285686,0.519434633,0.30551094
cg03290040,0.060828566,0.055784601,0.067763864,0.050851516,0.057939484,0.045883173,0.089011954
cg03292149,0.757074103,0.535803811,0.343838187,0.699963501,0.411310769,0.598711525,0.600883033
cg03292388,0.390822421,0.459547709,0.69648014,0.200776341,0.161996039,-0.053603566,0.33844234
cg03293770,0.028129642,0.030245001,0.035475734,0.024307664,0.039519832,0.027589217,0.048445965
cg03293882,0.110561401,0.15118883,0.278358732,0.131657705,1.033566784,0.178949969,0.153693368
cg03294491,0.224581658,0.300380055,0.335610942,0.410828277,0.243979622,0.245036813,0.443553386
cg03294619,0.196034754,0.374161325,0.516989513,0.098530392,0.412863436,0.231714175,0.077576089
cg03298413,0.020037944,0.025226326,0.031425287,0.023364348,0.022043845,0.025530701,0.022005552
cg03301801,0.910235626,0.887170748,0.936589094,0.897992909,0.936092761,0.936848702,0.880695437
cg03302287,0.387128382,0.364918514,0.224763854,0.230798555,0.271603908,0.224257467,0.286436533
cg03305230,0.051202125,0.045983098,0.053109357,0.045585946,0.049805934,0.046769135,0.051837549
cg03308985,0.031817884,0.024111735,0.04859228,0.026465972,0.029438881,0.030395431,0.029148022
cg03309050,0.029038133,0.02527511,0.032432148,0.024183996,0.025238227,0.016576226,0.03137667
cg03309721,0.02702911,0.028490684,0.030602461,0.03767539,0.024206338,0.022237006,0.030968223
cg03309967,0.504680935,0.557225504,0.642487989,0.590324515,0.439972506,0.58795443,0.56610857
cg03310453,0.032042278,0.03197029,0.048518384,0.046049586,0.042900619,0.030881272,0.044302482
cg03310469,0.38222955,0.379957384,0.389673773,0.02008334,0.448745346,0.092726014,0.255271885
cg03311036,0.034773488,0.068259828,0.040987177,0.03260053,0.03700825,0.029227112,0.043814623
cg03312124,0.026885395,0.027242124,0.029246566,0.024700521,0.024349322,0.027634635,0.054192332
cg03312426,0.030491787,0.029802259,0.038770817,0.037219578,0.029603219,0.032759531,0.033017931
cg03316864,0.283164288,0.289174329,0.105648627,0.15847705,0.200948691,0.136286938,0.254069227
cg03317245,0.730120735,0.731271659,0.857044703,0.685649118,0.843401396,0.818938405,0.66560839
cg03320844,0.820458817,0.716396077,0.695420278,0.709355538,0.779510174,0.717111743,0.795747437
cg03322129,0.029081051,0.036046595,0.044065929,0.02657834,0.032147891,0.026966269,0.028769543
cg03322749,0.062849305,0.033603729,0.044989618,0.03880945,0.039447645,0.038534856,0.044465736
cg03327494,0.803466253,0.806173079,0.608154784,0.871726801,0.563893773,0.877002466,0.867684374
cg03328750,0.014444303,0.055163449,0.068593542,0.040784514,0.029150654,0.034903793,0.044230228
cg03328804,0.099131647,0.105065761,0.09577687,0.079720163,0.110363754,0.129802384,0.095275662
cg03329165,0.141685904,0.318111298,0.677114788,0.244990629,0.48104551,0.4237932,0.154342682
cg03330058,0.360082216,0.220882004,0.190919726,0.414487712,0.261286299,0.374569872,0.416255133
cg03330516,0.640675455,0.656005894,0.468292704,0.471281184,0.467864801,0.706822871,0.655645306
cg03330678,0.414559418,0.52835209,0.316169274,0.444752233,0.408187509,0.129234375,0.543741348
cg03332113,0.040184262,0.035278141,0.015494107,0.012601906,0.024808082,0.012085651,0.049208027
cg03332271,0.666961052,0.511232092,0.344868781,0.520297535,0.443508485,0.473550115,0.52948608
cg03332970,0.042430772,0.031652873,0.035896552,0.029806929,0.028749157,0.020634921,0.06757765
cg03338959,0.095922656,0.071503309,0.1226799,0.075187101,0.078689944,0.148732956,0.075618743
cg03340261,0.024769474,0.029109714,0.0268588,0.023584454,0.026297025,0.02304806,0.028685014
cg03340878,0.641128456,0.59294447,0.46993756,0.627632196,0.577381484,0.578997334,0.721242643
cg03347966,0.027024787,0.032810182,0.026529636,0.026431477,0.039483068,0.022392725,0.031592204
cg03349935,0.812204492,0.75531869,0.883090183,0.741250891,0.763211191,0.85912709,0.831545459
cg03349953,0.447060565,0.514076793,0.734878883,0.302543735,0.535429691,0.452455123,0.267616054
cg03352153,0.94277573,0.932593309,0.889932209,0.883896284,0.857878156,0.955923434,0.948427748
cg03354519,0.046650919,0.036749417,0.03947901,0.033455021,0.042961174,0.027693177,0.037788247
cg03355298,0.01323169,0.015634602,0.01608288,0.011745891,0.014447993,0.011365046,0.013851791
cg03355526,0.485103202,0.493073392,0.608444695,0.365652431,0.530436949,0.51318783,0.376093905
cg03359285,0.026651915,0.026491171,0.026367388,0.024018028,0.034804699,0.037956091,0.02558758
cg03359508,0.019658482,0.0177023,0.026756698,0.020402803,0.025352138,0.013992979,0.022464087
cg03361068,0.148554781,0.415674891,0.607006831,0.389484417,0.575522069,0.455322261,0.141508158
cg03363175,0.027839877,0.028906366,0.020497928,0.018603589,0.024414098,0.016332792,0.015791216
cg03365354,0.093073266,0.099904458,0.325273026,0.051743368,0.061014898,0.070701825,0.108881604
cg03365432,0.04434102,0.03493574,0.054939983,0.030087852,0.044113678,0.033266584,0.031912832
cg03365437,0.386517435,0.48517471,0.590552216,0.193996518,0.524803427,0.506044626,0.360884895
cg03366382,0.637360918,0.683821705,0.380111639,0.717916183,0.598941618,0.601200904,0.720654327
cg03366677,0.019498916,0.023146653,0.02203847,0.020345657,0.014168462,0.008279979,0.018190133
cg03366896,0.012062882,0.01166871,0.013981989,0.013133953,0.012300952,0.00923592,0.018149197
cg03367667,0.039327521,0.034856176,0.0302954,0.039854427,0.027529154,0.026753835,0.049305024
cg03368758,0.868013043,0.825723745,0.43420562,0.802751565,0.642097376,0.837020617,0.775131482
cg03369671,0.041105386,0.055025102,0.05604921,0.03915344,0.045376839,0.032989189,0.054095447
cg03371205,0.067422811,0.057277305,0.081738467,0.072357976,0.05187389,0.080353069,0.061151534
cg03371306,0.06311326,0.040527134,0.032074465,0.022086824,0.04125927,0.018741616,0.032665182
cg03373080,0.021216973,0.025809825,0.022002529,0.03176551,0.023155737,0.036509237,0.02043823
cg03373442,0.034387277,0.034105693,0.03796834,0.036386792,0.042016121,0.032525852,0.054707471
cg03373857,0.034877643,0.024955704,0.023913205,0.023622125,0.02190593,0.018394907,0.024888646
cg03375833,0.682942249,0.706986417,0.500583634,0.694933895,0.837515817,0.451074499,0.815087274
cg03379131,0.111724166,0.10172387,0.052453093,0.083160752,0.103746387,0.047838451,0.076733824
cg03381111,0.548344907,0.454797669,0.251905228,0.566226917,0.428145159,0.501288305,0.659440128
cg03382346,0.905050319,0.933359988,0.923030619,0.917448208,0.87102902,0.876526607,0.902325307
cg03382564,0.02692667,0.034749291,0.021861093,0.024320192,0.020920559,0.019743741,0.026991703
cg03382797,0.497025157,0.68956299,0.810042722,0.669869281,0.788935599,0.773114499,0.764043921
cg03383661,0.046181306,0.042220442,0.043530922,0.063809918,0.043335479,0.052729803,0.044020718
cg03386373,0.683865243,0.735269721,0.735513402,0.79222701,0.744960816,0.820905532,0.832976133
cg03386722,0.059301188,0.081478647,0.057153685,0.051049991,0.053198331,0.073473681,0.056246896
cg03386869,0.794743582,0.733282358,0.450125062,0.676792796,0.853741097,0.726781416,0.726796079
cg03386903,0.949636931,0.951081515,0.953926184,0.942277672,0.955592034,0.953864854,0.951675377
cg03387497,0.711192752,0.480815783,0.270422327,0.643816039,0.466790404,0.480631529,0.666536912
cg03387723,0.52305743,0.641386575,0.792536481,0.65578124,0.760915125,0.761950979,0.691812831
cg03388193,0.283994371,0.494249523,0.69535538,0.300861735,0.501723805,0.375440558,0.219943246
cg03389111,0.040911147,0.041368777,0.058513532,0.046972536,0.052504256,0.061885919,0.036683789
cg03389133,0.660539197,0.510149154,0.440922437,0.575677163,0.506787698,0.572727789,0.500633876
cg03390211,0.331268542,0.316402763,-0.009202831,-0.031534484,0.064341808,0.058030561,0.291014598
cg03391040,0.067977986,0.068443468,0.583890472,0.065996881,0.066093189,0.080319224,0.075089184
cg03391568,0.498502862,0.488786262,0.347907959,0.590898033,0.407107613,0.504603981,0.615979159
cg03392046,0.033040454,0.029498446,0.039154851,0.031475607,0.020849573,0.027574684,0.026372456
cg03395546,0.125511165,0.193982089,0.195903489,0.180670962,0.056801057,0.18783034,0.132740943
cg03395898,0.182170197,0.177267503,0.359234709,0.223640407,0.585159502,0.195241178,0.18978
cg03396229,0.079419241,0.204981513,0.409205306,0.050179522,0.229789682,0.046126449,0.083718005
cg03399971,0.950230227,0.955027928,0.908799863,0.940995711,0.936812044,0.93992776,0.912022742
cg03400060,0.496046066,0.553469657,0.588090745,0.461012,0.503439998,0.51016628,0.547743517
cg03402775,0.029390539,0.028402945,0.024347602,0.032656782,0.035278744,0.027759415,0.062698325
cg03402876,0.176972288,0.191824483,0.274283121,0.036377516,0.048584662,0.039626478,0.078345757
cg03403539,0.038067296,0.043835697,0.023505361,0.024058679,0.03465932,0.038441637,0.055968678
cg03404502,0.859707185,0.923537587,0.898053289,0.906535402,0.87800226,0.82102035,0.917582555
cg03405173,0.050107689,0.046848154,0.041727932,0.039335759,0.045446479,0.027328242,0.083439675
cg03406535,0.29374278,0.255745369,0.351231927,0.274496889,0.20170588,0.195309045,0.290281513
cg03409548,0.086788008,0.080821313,0.073085115,0.078270993,0.045082544,0.08144391,0.066481182
cg03411288,0.285553375,0.173931998,0.074312217,0.069149296,0.614267184,0.087884572,0.114328364
cg03414321,0.074871978,0.125055848,0.469449417,0.089570508,0.096863468,0.068304593,0.078951566
cg03415518,0.912924842,0.939755588,0.920090011,0.937266395,0.925724039,0.922184013,0.906787195
cg03417317,0.019059948,0.016577717,0.026883487,0.017221582,0.015836209,0.011966355,0.019948259
cg03418289,0.034861435,0.039187443,0.043957374,0.034926561,0.037669061,0.031311246,0.036204916
cg03421300,0.797649576,0.591780139,0.440434488,0.734601771,0.561255417,0.642166273,0.595761633
cg03422350,0.745203472,0.763624735,0.648686726,0.772203564,0.781022425,0.852001261,0.773955427
cg03423524,0.028276747,0.048123068,0.024635482,0.018098725,0.017109137,0.019898477,0.038899019
cg03424436,0.051986104,0.048626425,0.0375823,0.047571713,0.048736853,0.060576085,0.073206704
cg03425110,0.256612833,0.380082384,0.680106257,0.35510099,0.544611406,0.239341074,0.141115183
cg03428000,0.035221262,0.024247764,0.035814271,0.028368614,0.033130487,0.026368742,0.033314063
cg03429034,0.041733686,0.045457334,0.035012404,0.030250756,0.026212547,0.028181008,0.045591831
cg03429582,0.048539097,0.044815637,0.033836954,0.038100377,0.036134926,0.026307453,0.047752725
cg03430067,0.039238287,0.023894149,0.035276249,0.027569133,0.046131185,0.046026278,0.041268217
cg03431064,0.072259054,0.062655015,0.057020006,0.059578688,0.051446454,0.049092655,0.048289426
cg03437318,0.143913853,0.151548956,0.02460835,0.036319386,0.045717412,0.042686,0.068344749
cg03438515,0.042282737,0.042898043,0.054126496,0.037717821,0.224004638,0.036049062,0.036985825
cg03438904,0.005995627,0.01264958,0.025520849,0.018567669,0.024181108,0.011020123,0.014574142
cg03439703,0.399310193,0.354751384,0.695493515,0.336220464,0.523875433,0.336813359,0.28762133
cg03439805,0.090240444,0.03635412,0.047151366,0.040228629,0.044358431,0.064035357,0.064079021
cg03440267,0.16002457,0.194369283,0.342019317,0.175072762,0.140627326,0.094287482,0.206806689
cg03442064,0.095450645,0.062752974,0.09710536,0.086447747,0.065088936,0.070809387,0.101800557
cg03443922,0.024519609,0.02080458,0.02144491,0.023726897,0.025121903,0.016634332,0.052375305
cg03445474,0.02464447,0.032805759,0.029073461,0.030514564,0.022678187,0.025213449,0.023524995
cg03446863,0.052968344,0.032609573,0.039055002,0.062242918,0.039594022,0.041552449,0.040330742
cg03447931,0.080078517,0.394573815,0.730403261,0.06260883,0.636508932,0.046928577,0.099140667
cg03451296,0.018310754,0.018187616,0.049986398,0.015182253,0.01883938,0.010749434,0.014069886
cg03453449,0.754380011,0.756431213,0.800129018,0.699153289,0.809341129,0.731563656,0.742155922
cg03454353,0.077178494,0.356716783,0.251097788,0.126967911,0.498067319,0.222949982,0.335668452
cg03455024,0.881084957,0.897995257,0.843261837,0.91064463,0.866966994,0.904277664,0.906268056
cg03455458,0.084876238,0.177505436,0.163289455,0.055662233,0.204320047,0.253125141,0.05565798
cg03455874,0.026224282,0.028008623,0.055414174,0.024884723,0.02946333,0.020634887,0.027480679
cg03459809,0.344517694,0.240663561,0.270808253,0.554123575,0.250450486,0.523353306,0.271528592
cg03460527,0.095768978,0.077607722,0.273479109,0.091396767,0.05205889,0.147528195,0.069565111
cg03460682,0.269407343,0.313648689,0.965616097,0.09368074,0.104955029,0.356026903,0.1296265
cg03461495,0.025116365,0.02881187,0.038909807,0.03554156,0.027882512,0.030243144,0.04747819
cg03462055,0.074810511,0.257160855,0.510024403,0.08767582,0.081122779,0.051798325,0.105849152
cg03464655,0.411945315,0.333699995,0.423504028,0.190535595,0.538183661,0.164815658,0.298127146
cg03464689,0.039946583,0.043110692,0.047301309,0.063709083,0.040588581,0.041384884,0.062728099
cg03468463,0.852236218,0.766290323,0.68336608,0.753503596,0.394504652,0.897487095,0.852929949
cg03469054,0.472407139,0.528096811,0.635510962,0.39880649,0.591937057,0.538182929,0.347894031
cg03469082,0.110960684,0.137333154,0.183067839,0.114092024,0.19889544,0.192269664,0.149770201
cg03473294,0.03117231,0.024287251,0.04063865,0.026950958,0.031012616,0.022667144,0.031165797
cg03473518,0.223988868,0.518038564,0.549186757,0.201653742,0.610996477,0.506516939,0.446563754
cg03474731,0.059501443,0.039641818,0.086142121,0.019819693,0.044127287,0.04016617,0.034909958
cg03475420,0.018079499,0.069886433,0.008869602,0.007068232,0.016462009,0.015943381,0.016012686
cg03476195,0.361418087,0.277613709,0.21298766,0.106813081,0.37482216,0.335567036,0.193121593
cg03476370,0.04073571,0.056315728,0.074022565,0.069776341,0.08913541,0.07208826,0.023716732
cg03478689,0.407457875,0.518554168,0.670093631,0.182869346,0.523768634,0.587629215,0.302047716
cg03479797,0.034497143,0.033822709,0.028691748,0.025091993,0.03686709,0.031521973,0.035347779
cg03479974,0.018708303,0.015826159,0.014655708,0.017453203,0.015439959,0.015720738,0.013759797
cg03482087,0.015683891,0.018912321,0.021757727,0.014433431,0.027894314,0.014749277,0.02653759
cg03483626,0.618456665,0.732289795,0.705115836,0.409853683,0.721012603,0.561763234,0.392264562
cg03483654,0.993852981,0.917750993,0.922946768,0.849211533,0.687988455,0.891714615,1.003800785
cg03486540,0.026993044,0.025320845,0.041413337,0.024280927,0.025831977,0.032217589,0.039352175
cg03490115,0.04289899,0.036439654,0.057531043,0.036634519,0.040454766,0.03958041,0.072462054
cg03490200,0.800223375,0.665161132,0.444113321,0.721841062,0.499422386,0.631687465,0.780416554
cg03491181,0.035809258,0.028144393,0.054434886,0.026047973,0.042668779,0.027638642,0.038690764
cg03491478,0.269165242,0.274989577,0.446347106,0.289440175,0.500144758,0.140656985,0.208547403
cg03494005,0.037338206,0.034371477,0.032405254,0.037622559,0.034855135,0.029002935,0.043417186
cg03495868,0.272021146,0.393038687,0.557490611,0.286341591,0.43651438,0.414158279,0.216201378
cg03496289,0.034519683,0.050758294,0.052847195,0.047072468,0.0457072,0.042156044,0.041803787
cg03496978,0.065272331,0.084149133,0.079716582,0.06024233,0.083027727,0.079500286,0.133648211
